delivery_ts,store_id,item_id,delivery_units,vendor_name
2026-06-03T05:30:00,1003,SKU006,25,Local Vendor
2026-06-03T05:30:00,1003,SKU007,22,Local Vendor
2026-06-03T05:30:00,1003,SKU008,23,Regional DC
2026-06-03T05:30:00,1003,SKU010,23,Regional DC
2026-06-03T05:30:00,1003,SKU011,17,Regional DC
2026-06-03T05:30:00,1003,SKU012,17,Local Vendor
2026-06-03T05:30:00,1003,SKU014,14,Regional DC
2026-06-03T05:30:00,1003,SKU015,14,Regional DC
2026-06-04T05:30:00,1001,SKU001,94,Local Vendor
2026-06-04T05:30:00,1001,SKU002,35,Local Vendor
2026-06-04T05:30:00,1001,SKU003,31,FreshSource
2026-06-04T05:30:00,1001,SKU004,28,Local Vendor
2026-06-04T05:30:00,1001,SKU005,27,Local Vendor
2026-06-04T05:30:00,1001,SKU006,24,FreshSource
2026-06-04T05:30:00,1001,SKU007,24,Regional DC
2026-06-04T05:30:00,1001,SKU008,22,FreshSource
2026-06-04T05:30:00,1001,SKU010,16,Local Vendor
2026-06-04T05:30:00,1001,SKU011,20,FreshSource
2026-06-04T05:30:00,1001,SKU012,15,Regional DC
2026-06-04T05:30:00,1001,SKU014,14,Local Vendor
2026-06-04T05:30:00,1001,SKU015,6,FreshSource
2026-06-04T05:30:00,1002,SKU001,94,FreshSource
2026-06-04T05:30:00,1002,SKU002,33,FreshSource
2026-06-04T05:30:00,1002,SKU003,32,Local Vendor
2026-06-04T05:30:00,1002,SKU004,26,Regional DC
2026-06-04T05:30:00,1002,SKU005,27,FreshSource
2026-06-04T05:30:00,1002,SKU006,21,Local Vendor
2026-06-04T05:30:00,1002,SKU007,23,FreshSource
2026-06-04T05:30:00,1002,SKU008,23,FreshSource
2026-06-04T05:30:00,1002,SKU010,26,Regional DC
2026-06-04T05:30:00,1002,SKU012,14,Regional DC
2026-06-04T05:30:00,1002,SKU014,17,Regional DC
2026-06-04T05:30:00,1002,SKU015,6,FreshSource
2026-06-04T05:30:00,1003,SKU001,89,Regional DC
2026-06-04T05:30:00,1003,SKU002,42,Local Vendor
2026-06-04T05:30:00,1003,SKU003,37,Regional DC
2026-06-04T05:30:00,1003,SKU004,26,FreshSource
2026-06-04T05:30:00,1003,SKU005,26,Local Vendor
2026-06-04T05:30:00,1003,SKU006,22,Local Vendor
2026-06-04T05:30:00,1003,SKU007,24,Regional DC
2026-06-04T05:30:00,1003,SKU008,16,Local Vendor
2026-06-04T05:30:00,1003,SKU010,18,FreshSource
2026-06-04T05:30:00,1003,SKU012,17,Regional DC
